DATAFLOW,DONOR,RECIPIENT,SECTOR,MEASURE,CHANNEL,MODALITY,FLOW_TYPE,PRICE_BASE,MD_DIM,MD_ID,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,BASE_PER,OBS_STATUS,UNIT_MULT,DECIMALS,DONOR_AGENCY,OECD_ID,DONOR_PROJECT_ID,REGION,INCOME_GROUP,CHANNELDELIVERY_CODE,CHANNELDELIVERY_NAME,CATEGORY_CODE,CATEGORY_NAME,FINANCETYPE_CODE,FINANCETYPE_NAME,BIMULTI_CODE,SHORT_DESCRIPTION,PROJECT_TITLE,LONG_DESCRIPTION,SDG_FOCUS,GENDER_EQUALITY,ENVIRONMENT,GOVERNANCE,RMNCH,DRR,NUTRITION,DISABILITY,BIODIVERSITY,CLIMATE_MITIGATION,CLIMATE_ADAPTATION,DESERTIFICATION,AMOUNT_TIED,AMOUNT_UNTIED,AMOUNT_PARTIALLY_UNTIED,NATURE_OF_SUBMISSION,PSIFLAG_CODE,PSIFLAG_NAME
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NPL,1000,100,_T,_T,D,Q,_T,0,USD,2023,8.3343,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NRU,310,100,_T,_T,D,Q,_T,0,USD,2023,1.09273,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NRU,1000,100,_T,_T,D,Q,_T,0,USD,2023,1.09273,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O,310,100,_T,_T,D,Q,_T,0,USD,2023,7.774675,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O,1000,100,_T,_T,D,Q,_T,0,USD,2023,10.727432,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O_X,1000,100,_T,_T,D,Q,_T,0,USD,2023,1.952904,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,S97_X,1000,100,_T,_T,D,Q,_T,0,USD,2023,0.096936,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,140,100,_T,_T,D,Q,_T,0,USD,2023,2.216356,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,310,100,_T,_T,D,Q,_T,0,USD,2023,0.037985,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,1000,100,_T,_T,D,Q,_T,0,USD,2023,100.405588,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SEN,310,100,_T,_T,D,Q,_T,0,USD,2023,1.585655,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SEN,1000,100,_T,_T,D,Q,_T,0,USD,2023,21.473449,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SFRY_X,1000,100,_T,_T,D,Q,_T,0,USD,2023,0.533305,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,140,100,_T,_T,D,Q,_T,0,USD,2023,2.772825,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,230,100,_T,_T,D,Q,_T,0,USD,2023,6.889864,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,310,100,_T,_T,D,Q,_T,0,USD,2023,12.944496,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,1000,100,_T,_T,D,Q,_T,0,USD,2023,251.056753,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLB,1000,100,_T,_T,D,Q,_T,0,USD,2023,0.370552,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLE,310,100,_T,_T,D,Q,_T,0,USD,2023,2.163834,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,XKV,1000,100,_T,_T,D,Q,_T,0,USD,2023,8.569094,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,140,100,_T,_T,D,Q,_T,0,USD,2023,4.562517,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,230,100,_T,_T,D,Q,_T,0,USD,2023,57.197504,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,310,100,_T,_T,D,Q,_T,0,USD,2023,11.893115,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,1000,100,_T,_T,D,Q,_T,0,USD,2023,1606.836053,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,140,100,_T,_T,D,Q,_T,0,USD,2023,0.027749,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,310,100,_T,_T,D,Q,_T,0,USD,2023,0.031405,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,1000,100,_T,_T,D,Q,_T,0,USD,2023,3.605763,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZMB,1000,100,_T,_T,D,Q,_T,0,USD,2023,12.17697,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZWE,310,100,_T,_T,D,Q,_T,0,USD,2023,0.5927,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZWE,1000,100,_T,_T,D,Q,_T,0,USD,2023,1.47943,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,1000,100,_T,_T,D,Q,_T,0,USD,2022,288.605012,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8_X,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.525818,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,140,100,_T,_T,D,Q,_T,0,USD,2022,31.984492,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,230,100,_T,_T,D,Q,_T,0,USD,2022,0.5,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,310,100,_T,_T,D,Q,_T,0,USD,2022,1.439665,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,332,100,_T,_T,D,Q,_T,0,USD,2022,0.091691,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,1000,100,_T,_T,D,Q,_T,0,USD,2022,517.998397,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FJI,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.028575,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FSCAC,140,100,_T,_T,D,Q,_T,0,USD,2022,130.952204,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FSCAC,230,100,_T,_T,D,Q,_T,0,USD,2022,15.865164,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FSCAC,310,100,_T,_T,D,Q,_T,0,USD,2022,19.816773,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FSCAC,332,100,_T,_T,D,Q,_T,0,USD,2022,0.165789,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,FSCAC,1000,100,_T,_T,D,Q,_T,0,USD,2022,7467.854995,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,IDN,1000,100,_T,_T,D,Q,_T,0,USD,2022,27.920643,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,INC_X,140,100,_T,_T,D,Q,_T,0,USD,2022,35.887179,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,INC_X,230,100,_T,_T,D,Q,_T,0,USD,2022,2.231788,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,INC_X,310,100,_T,_T,D,Q,_T,0,USD,2022,14.126363,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,INC_X,332,100,_T,_T,D,Q,_T,0,USD,2022,0.778833,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KAZ,1000,100,_T,_T,D,Q,_T,0,USD,2022,27.961753,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KEN,140,100,_T,_T,D,Q,_T,0,USD,2022,0.00983,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KEN,230,100,_T,_T,D,Q,_T,0,USD,2022,2.923246,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KEN,310,100,_T,_T,D,Q,_T,0,USD,2022,0.768506,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KEN,1000,100,_T,_T,D,Q,_T,0,USD,2022,10.649593,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KGZ,140,100,_T,_T,D,Q,_T,0,USD,2022,1.169737,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KGZ,230,100,_T,_T,D,Q,_T,0,USD,2022,0.852235,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KGZ,310,100,_T,_T,D,Q,_T,0,USD,2022,0.000432,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KGZ,332,100,_T,_T,D,Q,_T,0,USD,2022,0.032012,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KGZ,1000,100,_T,_T,D,Q,_T,0,USD,2022,47.115909,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,KHM,310,100,_T,_T,D,Q,_T,0,USD,2022,0.087429,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LLDC,332,100,_T,_T,D,Q,_T,0,USD,2022,0.208353,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LLDC,1000,100,_T,_T,D,Q,_T,0,USD,2022,809.489918,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMICWB,140,100,_T,_T,D,Q,_T,0,USD,2022,206.081648,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMICWB,230,100,_T,_T,D,Q,_T,0,USD,2022,52.204631,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMICWB,310,100,_T,_T,D,Q,_T,0,USD,2022,95.72341,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMICWB,332,100,_T,_T,D,Q,_T,0,USD,2022,0.110885,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,LMICWB,1000,100,_T,_T,D,Q,_T,0,USD,2022,7245.583317,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,MRT,1000,100,_T,_T,D,Q,_T,0,USD,2022,35.463999,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,MUS,1000,100,_T,_T,D,Q,_T,0,USD,2022,23.694194,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,MWI,140,100,_T,_T,D,Q,_T,0,USD,2022,5.513814,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,MWI,1000,100,_T,_T,D,Q,_T,0,USD,2022,10.103831,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,MYS,1000,100,_T,_T,D,Q,_T,0,USD,2022,14.112073,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NAM,310,100,_T,_T,D,Q,_T,0,USD,2022,0.06919,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NAM,332,100,_T,_T,D,Q,_T,0,USD,2022,0.00625,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NAM,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.257789,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NER,140,100,_T,_T,D,Q,_T,0,USD,2022,1.467947,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NER,230,100,_T,_T,D,Q,_T,0,USD,2022,0.978322,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NER,310,100,_T,_T,D,Q,_T,0,USD,2022,0.568941,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NER,1000,100,_T,_T,D,Q,_T,0,USD,2022,15.616542,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NGA,1000,100,_T,_T,D,Q,_T,0,USD,2022,10.355543,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NIC,310,100,_T,_T,D,Q,_T,0,USD,2022,0.01,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NIC,1000,100,_T,_T,D,Q,_T,0,USD,2022,9.182366,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NPL,310,100,_T,_T,D,Q,_T,0,USD,2022,3.335103,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NPL,1000,100,_T,_T,D,Q,_T,0,USD,2022,17.883227,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,NRU,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.00409,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O,310,100,_T,_T,D,Q,_T,0,USD,2022,0.45,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O,1000,100,_T,_T,D,Q,_T,0,USD,2022,4.981563,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,O_X,1000,100,_T,_T,D,Q,_T,0,USD,2022,1.552521,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,S97_X,1000,100,_T,_T,D,Q,_T,0,USD,2022,1.332533,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,140,100,_T,_T,D,Q,_T,0,USD,2022,0.850166,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,310,100,_T,_T,D,Q,_T,0,USD,2022,0.116624,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SDN,1000,100,_T,_T,D,Q,_T,0,USD,2022,142.982718,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SEN,140,100,_T,_T,D,Q,_T,0,USD,2022,0.08985,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SEN,310,100,_T,_T,D,Q,_T,0,USD,2022,0.56418,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SEN,1000,100,_T,_T,D,Q,_T,0,USD,2022,58.834989,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SFRY_X,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.61972,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,140,100,_T,_T,D,Q,_T,0,USD,2022,10.444758,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,230,100,_T,_T,D,Q,_T,0,USD,2022,5.326929,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,310,100,_T,_T,D,Q,_T,0,USD,2022,0.834172,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SIDS,1000,100,_T,_T,D,Q,_T,0,USD,2022,134.467303,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLB,1000,100,_T,_T,D,Q,_T,0,USD,2022,0.019196,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,SLE,140,100,_T,_T,D,Q,_T,0,USD,2022,3.529093,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,XKV,1000,100,_T,_T,D,Q,_T,0,USD,2022,9.195598,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,140,100,_T,_T,D,Q,_T,0,USD,2022,11.082056,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,230,100,_T,_T,D,Q,_T,0,USD,2022,0.1,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,YEM,1000,100,_T,_T,D,Q,_T,0,USD,2022,933.679367,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,140,100,_T,_T,D,Q,_T,0,USD,2022,0.01345,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,230,100,_T,_T,D,Q,_T,0,USD,2022,0.028,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZAF,1000,100,_T,_T,D,Q,_T,0,USD,2022,3.070697,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZMB,1000,100,_T,_T,D,Q,_T,0,USD,2022,14.276657,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZWE,230,100,_T,_T,D,Q,_T,0,USD,2022,0.016787,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZWE,310,100,_T,_T,D,Q,_T,0,USD,2022,1.564463,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,ZWE,1000,100,_T,_T,D,Q,_T,0,USD,2022,2.676125,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8,1000,100,_T,_T,D,Q,_T,0,USD,2021,391.265066,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F8_X,1000,100,_T,_T,D,Q,_T,0,USD,2021,0.227483,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,140,100,_T,_T,D,Q,_T,0,USD,2021,11.250302,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,230,100,_T,_T,D,Q,_T,0,USD,2021,0.011537,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.3),WXDAC,F97_X,310,100,_T,_T,D,Q,_T,0,USD,2021,0.872981,2022,A,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
